Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
1/12/09 13:23;Product2;3600;Amex;Leila;Ponte San Nicolo;Veneto;Italy;9/13/05 8:42;2/9/09 14:09;453666667;116166667
1/19/09 9:34;Product1;1200;Amex;amanda;Las Vegas                   ;NV;United States;5/10/08 8:56;2/9/09 16:44;36175;-11513639
1/9/09 7:49;Product1;1200;Visa;Stacy;Rochester Hills             ;MI;United States;7/28/08 7:18;2/9/09 17:41;4268056;-8313389
1/15/09 5:27;Product2;3600;Visa;Derrick;North Bay;Ontario;Canada;1/6/09 17:42;2/9/09 18:22;463;-7945
1/8/09 23:40;Product1;1200;Visa;Jacob;Lindfield;New South Wales;Australia;1/8/09 17:52;2/9/09 18:31;-337833333;1511666667
1/27/09 11:02;Product1;1200;Mastercard;DOREEN;Madrid;Madrid;Spain;1/24/09 8:21;2/9/09 18:42;404;-36833333
1/14/09 13:23;Product1;1200;Diners;eugenia;Wisconsin Rapids            ;WI;United States;11/15/08 13:57;2/9/09 18:44;4438361;-8981722
1/7/09 20:01;Product1;1200;Visa;Karen;Austin                      ;TX;United States;1/6/09 19:16;2/9/09 19:56;3026694;-9774278
1/20/09 12:32;Product1;1200;Visa;Bea;Chicago                     ;IL;United States;1/16/09 19:08;2/9/09 20:42;4185;-8765
1/6/09 14:35;Product1;1200;Diners;Hilde Karin;Las Vegas                   ;NV;United States;12/17/08 11:59;2/9/09 22:59;36175;-11513639
1/4/09 6:51;Product1;1200;Visa;Rima;Mullingar;Westmeath;Ireland;1/3/09 12:34;2/10/09 0:59;535333333;-735
1/24/09 18:30;Product1;1200;Visa;Ruangrote;Melbourne;Victoria;Australia;7/17/08 5:19;2/10/09 2:12;-378166667;1449666667
1/25/09 5:57;Product1;1200;Amex;pamela;Ayacucho;Buenos Aires;Argentina;1/24/09 9:29;2/10/09 6:38;-3715;-584833333
1/5/09 10:02;Product2;3600;Visa;Emillie;Eagan                       ;MN;United States;1/5/09 9:03;2/10/09 7:29;4480417;-9316667
1/13/09 9:14;Product1;1200;Visa;sangeeta;Vossevangen;Hordaland;Norway;1/9/09 9:31;2/10/09 9:04;606333333;64333333
1/22/09 7:35;Product1;1200;Visa;Anja;Ferney-Voltaire;Rhone-Alpes;France;1/22/09 6:51;2/10/09 9:18;4625;61166667
1/2/09 11:06;Product1;1200;Mastercard;Andrew;Sevilla;Andalucia;Spain;3/12/06 15:02;2/10/09 10:04;373772222;-59869444
1/11/09 9:50;Product1;1200;Visa;Bato;Munchengosserstadt;Thuringia;Germany;1/7/09 11:45;2/10/09 10:28;5105;1165
1/21/09 20:44;Product1;1200;Mastercard;Ailsa ;Lindenhurst                 ;NY;United States;1/21/09 7:47;2/10/09 10:51;4068667;-7337389
1/5/09 9:09;Product1;1200;Visa;Sophie;Bloomfield                  ;MI;United States;10/23/06 6:52;2/10/09 10:58;4253778;-8323306
1/5/09 12:41;Product1;1200;Visa;Katrin;Calgary;Alberta;Canada;12/3/08 14:49;2/10/09 11:45;510833333;-1140833333
1/28/09 12:54;Product2;3600;Mastercard;Kelly ;Vancouver;British Columbia;Canada;1/27/09 21:04;2/10/09 12:09;4925;-1231333333
1/21/09 4:46;Product1;1200;Visa;Tomasz;Klampenborg;Kobenhavn;Denmark;6/10/08 11:25;2/10/09 12:22;557666667;126
1/7/09 13:28;Product1;1200;Visa;Elizabeth;Calne;England;United Kingdom;1/4/09 13:07;2/10/09 12:39;514333333;-2
1/27/09 11:18;Product2;3600;Amex;Michael;Los Angeles                 ;CA;United States;1/23/09 11:47;2/10/09 13:09;3405222;-11824278
1/7/09 12:39;Product2;3600;Visa;Natasha;Milano;Lombardy;Italy;6/2/06 13:01;2/10/09 13:19;454666667;92
1/24/09 13:54;Product2;3600;Mastercard;Meredith;Kloten;Zurich;Switzerland;1/24/09 12:30;2/10/09 13:47;4745;85833333
1/30/09 6:48;Product1;1200;Mastercard;Nicole;Fayetteville                ;NC;United States;1/30/09 4:51;2/10/09 14:41;350525;-7887861
1/22/09 18:07;Product1;1200;Visa;Ryan;Simpsonville                ;SC;United States;1/6/09 16:59;2/10/09 15:30;3473694;-8225444
1/29/09 15:03;Product1;1200;Visa;Mary ;Auckland;Auckland;New Zealand;2/9/06 11:14;2/10/09 16:31;-368666667;1747666667
1/2/09 14:14;Product1;1200;Diners;Aaron;Reading;England;United Kingdom;11/16/08 15:49;2/10/09 16:38;514333333;-1
1/19/09 11:05;Product1;1200;Visa;Bertrand;North Caldwell              ;NJ;United States;10/3/08 5:55;2/10/09 18:16;4083972;-7427694
1/28/09 16:17;Product1;1200;Mastercard;Zoe;Coventry;England;United Kingdom;1/28/09 15:59;2/10/09 19:55;524166667;-155
1/8/09 12:46;Product1;1200;Mastercard;Trine Marie;Orillia;Ontario;Canada;12/16/08 22:57;2/10/09 22:11;446;-794166667
1/29/09 16:07;Product1;1200;Diners;Kim;Paris;Ile-de-France;France;1/29/09 15:45;2/10/09 22:24;488666667;23333333
1/29/09 13:41;Product1;1200;Visa;John ;San Jose                    ;CA;United States;1/14/04 21:59;2/10/09 23:58;3733944;-12189389
1/8/09 6:29;Product1;1200;Visa;Rich;Ingelheim-Mitte;Rhineland-Palatinate;Germany;3/24/06 6:21;2/10/09 23:59;499833333;80666667
1/4/09 12:53;Product1;1200;Diners;Kayla;Leamington Spa;England;United Kingdom;12/11/08 7:35;2/11/09 0:04;523;-15333333
1/14/09 12:55;Product1;1200;Visa;Richard and Comfort;Regensdorf;Zurich;Switzerland;1/11/09 10:36;2/11/09 1:58;474333333;84666667
1/14/09 6:35;Product1;1200;Visa;Eric;Melbourne;Victoria;Australia;7/25/08 7:02;2/11/09 2:05;-378166667;1449666667
1/27/09 13:08;Product1;1200;Mastercard;Melissa;Geneve;Geneve;Switzerland;5/9/08 8:50;2/11/09 2:19;462;61666667
1/31/09 23:09;Product1;1200;Diners;Dawn;Vaucluse;New South Wales;Australia;9/13/04 22:55;2/11/09 3:09;-338666667;1512833333
1/21/09 14:34;Product1;1200;Mastercard;Tamara;Klosterneuburg;Lower Austria;Austria;1/21/09 14:12;2/11/09 3:19;483;163166667
1/16/09 8:28;Product1;1200;Visa;Ashley;Rancho Cordova              ;CA;United States;1/9/09 12:13;2/11/09 8:34;3858917;-12130167
1/11/09 9:55;Product1;1200;Visa;familly ;Creemore;Ontario;Canada;1/10/09 7:14;2/11/09 8:45;443166667;-801
1/8/09 2:46;Product1;1200;Mastercard;Ken;Sidcup;England;United Kingdom;11/26/07 16:44;2/11/09 11:00;514166667;1166667
1/26/09 7:11;Product1;1200;Visa;Tori;Minneapolis                 ;MN;United States;11/22/08 21:06;2/11/09 11:35;4498;-9326361
1/31/09 5:39;Product2;3600;Mastercard;Hanne;Phoenix                     ;MD;United States;10/5/04 4:37;2/11/09 11:45;3951639;-7661639
1/9/09 8:35;Product1;1200;Amex;Precious;Edmonton;Alberta;Canada;1/8/09 14:14;2/11/09 14:26;5355;-1135
1/24/09 3:25;Product1;1200;Visa;Michelle;Lyndoch;South Australia;Australia;9/26/08 19:23;2/11/09 15:05;-346166667;1388833333
1/26/09 8:45;Product1;1200;Visa;Paula;Larchmont                   ;NY;United States;2/15/06 17:21;2/11/09 17:12;4092778;-7375222
1/23/09 10:45;Product1;1200;Visa;Stephanie;Saint Charles               ;IL;United States;1/23/09 8:46;2/11/09 17:57;4191417;-8830861
1/28/09 8:50;Product1;1200;Visa;kemp;Brentwood                   ;TN;United States;1/28/09 8:42;2/11/09 18:41;3603306;-8678278
1/15/09 19:10;Product2;3600;Diners;Therese;Pensacola                   ;FL;United States;12/29/05 21:33;2/11/09 18:53;3042111;-8721694
1/9/09 20:25;Product1;1200;Diners;Mona;Kelowna;British Columbia;Canada;1/9/09 14:20;2/11/09 20:19;499;-1194833333
1/15/09 21:53;Product1;1200;Visa;Caroline;Toronto;Ontario;Canada;1/1/09 18:01;2/11/09 21:01;436666667;-794166667
1/12/09 0:17;Product1;1200;Mastercard;Andrea;Brondby Strand;Kobenhavn;Denmark;1/7/09 23:40;2/11/09 22:23;556166667;1235
1/25/09 10:32;Product1;1200;Mastercard;Pilar;Florence;Tuscany;Italy;1/23/09 4:46;2/12/09 2:22;437666667;1125
1/12/09 23:35;Product1;1200;Visa;Lisa;Perth;Western Australia;Australia;5/8/06 23:41;2/12/09 3:46;-319333333;1158333333
1/11/09 6:09;Product1;1200;Amex;A;Saint Petersburg            ;FL;United States;11/8/08 4:07;2/12/09 4:41;2777056;-8267944
1/3/09 13:35;Product1;1200;Mastercard;Yvette;Aubonne;Vaud;Switzerland;8/15/08 4:02;2/12/09 5:17;464833333;64
1/18/09 11:03;Product2;3600;Amex;Katie;Gava;Catalonia;Spain;1/18/09 6:16;2/12/09 7:35;413;20166667
1/5/09 18:55;Product1;1200;Visa;Nicole;Mc Lean                     ;VA;United States;4/3/08 16:57;2/12/09 10:25;3894222;-771825
1/2/09 18:54;Product1;1200;Mastercard;Kelly;Hendersonville              ;TN;United States;12/7/08 4:51;2/12/09 11:31;3630472;-8662
1/13/09 14:44;Product2;3600;Visa;george;Zurich;Zurich;Switzerland;12/14/08 10:19;2/12/09 12:08;473666667;855
1/4/09 4:05;Product1;1200;Mastercard;Samantha;Watford;England;United Kingdom;12/31/08 8:33;2/12/09 12:29;516666667;-4
1/27/09 12:47;Product1;1200;Visa;Caterina;Amsterdam;Noord-Holland;Netherlands;1/27/09 12:03;2/12/09 12:59;5235;49166667
1/22/09 6:51;Product1;1200;Visa;Kate;Rochester Hills             ;MI;United States;1/22/09 5:54;2/12/09 13:01;4268056;-8313389
1/1/09 21:40;Product1;1200;Mastercard;Tina;Anglesea;Victoria;Australia;10/20/08 18:27;2/12/09 14:58;-384166667;1441666667
1/27/09 18:06;Product1;1200;Visa;Emily;Killarney;New Providence;The Bahamas;1/13/09 18:22;2/12/09 19:28;2505;-774166667
1/10/09 14:59;Product1;1200;Amex;Maricel;Malibu                      ;CA;United States;1/10/09 14:47;2/12/09 19:39;34005;-11880917
1/26/09 15:42;Product1;1200;Visa;Patricia;Allen                       ;TX;United States;1/26/09 14:38;2/12/09 22:41;3310306;-9667028
1/12/09 14:37;Product1;1200;Mastercard;steve;Evires;Rhone-Alpes;France;1/12/09 7:47;2/12/09 23:49;460333333;62333333
1/16/09 7:58;Product1;1200;Amex;Darrah;Den Haag;Zuid-Holland;Netherlands;9/30/07 4:03;2/13/09 3:05;520833333;43
1/22/09 14:32;Product1;1200;Visa;Sara;Perth City;Western Australia;Australia;9/5/08 7:18;2/13/09 3:50;-319333333;1158333333
1/19/09 6:50;Product1;1200;Visa;Erika;Redruth;England;United Kingdom;1/6/09 13:29;2/13/09 4:27;502333333;-52333333
1/24/09 11:54;Product1;1200;Visa;Audrey;Bruxelles;Brussels (Bruxelles);Belgium;1/24/09 10:47;2/13/09 6:39;508333333;43333333
1/13/09 13:36;Product1;1200;Visa;Louise;London;England;United Kingdom;5/16/06 9:10;2/13/09 6:41;5152721;14559
1/13/09 11:56;Product1;1200;Diners;Karen;Montreal;Quebec;Canada;10/31/08 12:37;2/13/09 8:18;455;-735833333
1/19/09 7:49;Product1;1200;Amex;Maki;Miami Beach                 ;FL;United States;1/18/09 15:26;2/13/09 12:26;2579028;-8013028
1/10/09 7:37;Product1;1200;Visa;Peter;Shankill;Dublin;Ireland;10/11/08 3:19;2/13/09 13:32;532261111;-61244444
1/20/09 5:53;Product1;1200;Diners;Ashlee;Oxford;England;United Kingdom;1/14/09 4:35;2/13/09 14:15;5175;-125
1/6/09 10:34;Product1;1200;Mastercard;Anja;New York                    ;NY;United States;1/6/09 10:03;2/13/09 14:41;4071417;-7400639
1/23/09 5:14;Product1;1200;Visa;Ellen Walton ;Melbourne;Victoria;Australia;12/16/07 17:05;2/13/09 15:28;-378166667;1449666667
1/14/09 16:02;Product1;1200;Mastercard;Jessica;Woodland Hills              ;CA;United States;1/14/09 14:53;2/13/09 16:45;3416833;-118605
1/14/09 18:05;Product1;1200;Visa;Wouter and Andrea;Anchorage                   ;AK;United States;1/10/09 3:19;2/13/09 17:22;6121806;-14990028
1/8/09 20:52;Product1;1200;Visa;Pam and Rob;Yorba Linda                 ;CA;United States;11/18/08 20:03;2/13/09 19:32;3388861;-11781222
1/7/09 13:57;Product1;1200;Visa;Elsa;Waiwera;Auckland;New Zealand;1/7/09 13:32;2/13/09 19:54;-3655;1747166667
1/25/09 10:34;Product1;1200;Amex;kathleen kane;Jamaica Plain               ;MA;United States;1/19/09 19:01;2/13/09 20:20;4230972;-7112083
1/28/09 4:35;Product1;1200;Diners;Selene;Oslo;Oslo;Norway;4/5/05 5:30;2/13/09 23:15;599166667;1075
1/19/09 3:25;Product1;1200;Visa;Christy;Setagaya;Tokyo;Japan;1/10/06 4:49;2/14/09 1:03;356333333;13965
1/18/09 0:41;Product2;3600;Visa;Hanna Agla;Donauworth;Bayern;Germany;9/21/06 23:27;2/14/09 1:11;487;108
1/27/09 2:38;Product1;1200;Visa;Elyse;Bandon;Cork;Ireland;11/30/07 9:25;2/14/09 3:36;517469444;-87425
1/16/09 6:04;Product1;1200;Mastercard;Alexis;Ehingen an der Donau;Baden-Wurttemberg;Germany;1/15/09 2:56;2/14/09 5:05;482833333;97333333
1/5/09 5:30;Product1;1200;Visa;M George;Paris;Ile-de-France;France;1/5/09 4:11;2/14/09 5:34;488666667;23333333
1/9/09 14:55;Product1;1200;Visa;John;Banbury;England;United Kingdom;1/8/09 16:23;2/14/09 7:27;5205;-13333333
1/29/09 10:07;Product1;1200;Visa;cheryl;Beverly Hills               ;CA;United States;1/27/09 8:42;2/14/09 10:01;3407361;-11839944
1/27/09 3:55;Product1;1200;Amex;R;Danderyd;Stockholm;Sweden;9/13/06 10:09;2/14/09 10:37;594166667;180166667
1/25/09 12:35;Product2;3600;Visa;Charlene ;Sebastopol                  ;CA;United States;1/25/09 10:42;2/14/09 10:40;3840222;-12282278
1/3/09 16:56;Product1;1200;Visa;Cindy;Glendora                    ;CA;United States;3/13/04 14:09;2/14/09 11:23;3413611;-11786444
1/12/09 12:04;Product1;1200;Visa;Ed;Nacka;Stockholm;Sweden;12/5/07 12:48;2/14/09 12:32;593;181666667
1/27/09 3:19;Product1;1200;Mastercard;Astrid;Canterbury;England;United Kingdom;1/27/09 1:01;2/14/09 13:35;512666667;10833333
1/24/09 9:30;Product1;1200;Visa;Nicole;Neuchatel;Neuchatel;Switzerland;1/24/09 5:24;2/14/09 13:45;47;69666667
1/25/09 18:33;Product1;1200;Visa;Maria Macarena;Billings                    ;MT;United States;1/23/09 9:35;2/14/09 16:27;4578333;-1085
1/15/09 11:43;Product1;1200;Visa;Maggie;Libertyville                ;IL;United States;10/24/08 19:02;2/14/09 17:43;4228306;-8795306
1/23/09 16:30;Product2;3600;Amex;Christophe;Temecula                    ;CA;United States;1/9/09 15:59;2/14/09 19:11;3349361;-1171475
1/5/09 12:57;Product1;1200;Diners;Manoj;Boise                       ;ID;United States;1/5/09 9:32;2/14/09 19:19;4361361;-1162025
1/29/09 16:52;Product1;1200;Visa;Brenda;Rock Hill                   ;SC;United States;1/25/09 12:00;2/14/09 19:34;3492472;-8102528
1/10/09 0:04;Product1;1200;Mastercard;Lizelle ;Mililani                    ;HI;United States;1/9/09 23:37;2/14/09 19:34;2142556;-15796083
1/3/09 14:17;Product2;3600;Visa;Kees en Valesca;Scamander;Tasmania;Australia;1/3/09 13:53;2/14/09 20:11;-41465;1482572222
1/15/09 9:00;Product1;1200;Visa;Cormac;Freeport City;Freeport;The Bahamas;1/15/09 8:10;2/14/09 20:36;265333333;-787
1/24/09 20:58;Product1;1200;Visa;jacqueline;North Vancouver;British Columbia;Canada;12/28/08 15:54;2/14/09 22:12;493166667;-1230666667
1/10/09 11:53;Product1;1200;Visa;Martin;Ludwigsburg;Baden-Wurttemberg;Germany;1/17/08 8:20;2/15/09 1:42;489;91833333
1/4/09 17:34;Product1;1200;Mastercard;Dean;Rockingham;Western Australia;Australia;10/20/07 19:09;2/15/09 2:14;-322833333;1157166667
1/28/09 0:22;Product1;1200;Visa;VERBENA;Basel;Basel-Town;Switzerland;9/27/08 0:24;2/15/09 3:20;475666667;76
1/17/09 1:49;Product1;1200;Mastercard;Angel Marie;Den Haag;Zuid-Holland;Netherlands;1/13/09 5:09;2/15/09 5:19;520833333;43
1/25/09 17:48;Product1;1200;Visa;olla;Westminster                 ;CO;United States;1/24/09 23:48;2/15/09 8:08;3983667;-10503667
1/22/09 5:39;Product2;3600;Visa;Eman;Penclawdd;Wales;United Kingdom;1/14/09 13:33;2/15/09 8:34;516333333;-41
1/19/09 15:40;Product2;3600;Visa;Julia;Ede;Gelderland;Netherlands;1/19/09 14:32;2/15/09 10:33;520333333;56666667
1/21/09 23:52;Product1;1200;Visa;Sarah;Plan-les-Ouattes;Geneve;Switzerland;11/23/08 4:51;2/15/09 11:16;461666667;61166667
1/19/09 13:15;Product1;1200;Visa;Esther;Stocksund;Stockholm;Sweden;5/29/07 1:32;2/15/09 11:39;593833333;180666667
1/16/09 7:35;Product1;1200;Diners;amy;Stuttgart;Baden-Wurttemberg;Germany;10/6/06 2:02;2/15/09 12:00;487666667;91833333
1/22/09 9:48;Product2;3600;Mastercard;Jyoti;Tunbridge Wells;England;United Kingdom;1/8/08 14:37;2/15/09 13:36;511333333;2833333
1/18/09 12:05;Product2;3600;Visa;Keri;Issaquah                    ;WA;United States;1/5/09 19:24;2/15/09 13:40;4753028;-12203139
1/4/09 10:44;Product1;1200;Diners;Paul;Burnaby;British Columbia;Canada;11/26/08 20:16;2/15/09 13:46;4925;-12295
1/20/09 14:55;Product1;1200;Mastercard;Attie;Cypress                     ;CA;United States;9/27/08 7:22;2/15/09 15:23;3381694;-11803639
1/2/09 18:41;Product1;1200;Visa;odile;Lititz                      ;PA;United States;2/1/06 8:47;2/15/09 15:47;4015722;-7630722
1/2/09 7:03;Product1;1200;Visa;gail ;London;England;United Kingdom;5/24/08 11:10;2/15/09 16:04;5152721;14559
1/21/09 7:19;Product1;1200;Visa;Niki;Chadds Ford                 ;PA;United States;3/5/08 11:25;2/15/09 16:06;3987167;-7559167
1/11/09 17:52;Product2;3600;Visa;Danny;St Thomas                   ;VI;United States;9/17/03 11:57;2/15/09 18:08;1835917;-6492111
1/16/09 17:56;Product1;1200;Mastercard;Sarah;Coppell                     ;TX;United States;1/16/09 12:57;2/15/09 20:13;3295444;-9701472
1/9/09 20:00;Product1;1200;Visa;Beckie ;Ladera Ranch                ;CA;United States;1/6/09 13:50;2/15/09 23:10;3357056;-11763861
1/13/09 2:47;Product1;1200;Visa;Maryse;Rathfarnham;Dublin;Ireland;1/13/09 2:35;2/16/09 0:09;533005556;-62827778
1/19/09 4:23;Product2;3600;Mastercard;don;Cagliari;Sardinia;Italy;1/13/08 11:41;2/16/09 0:22;392166667;91166667
1/13/09 12:51;Product1;1200;Visa;Majken;Charlottenlund;Kobenhavn;Denmark;5/27/08 18:51;2/16/09 1:05;5575;125833333
1/29/09 7:40;Product1;1200;Amex;Karen and Andrew;Munchen;Bayern;Germany;7/29/03 9:23;2/16/09 2:39;4955;115833333
1/21/09 4:34;Product1;1200;Visa;Katerina;Firenze;Tuscany;Italy;4/24/08 0:57;2/16/09 3:45;437666667;1125
1/7/09 13:28;Product1;1200;Mastercard;Mary;Baile Atha Bui;Meath;Ireland;9/21/05 15:42;2/16/09 3:51;536186111;-69205556
1/26/09 16:47;Product1;1200;Visa;Oscar;Chamonix-Mont-Blanc;Rhone-Alpes;France;1/26/09 4:53;2/16/09 5:01;459166667;68666667
1/29/09 1:01;Product1;1200;Diners;Suejean;Gingins;Vaud;Switzerland;1/20/09 6:14;2/16/09 5:09;464;61833333
1/25/09 12:55;Product1;1200;Amex;ann;Boca Raton                  ;FL;United States;12/6/08 15:26;2/16/09 6:54;2635833;-8008333
1/24/09 13:35;Product1;1200;Visa;Renee;Chaska                      ;MN;United States;5/11/06 13:27;2/16/09 9:00;4478944;-9360194
1/28/09 13:30;Product1;1200;Visa;Catherine;Hghlnds Ranch               ;CO;United States;1/28/09 13:03;2/16/09 9:13;3961333;-10501611
1/20/09 19:08;Product1;1200;Amex;Rhonda;Atlanta                     ;GA;United States;11/21/08 5:52;2/16/09 10:08;3374889;-8438806
1/29/09 17:13;Product1;1200;Amex;alix;Tenafly                     ;NJ;United States;12/12/07 12:26;2/16/09 10:19;4092528;-7396333
1/2/09 5:33;Product1;1200;Visa;Mike;Aberdeen;Scotland;United Kingdom;10/18/04 4:53;2/16/09 11:12;571333333;-21
1/31/09 11:03;Product1;1200;Visa;Diane;Djurgarden;Stockholm;Sweden;1/25/09 3:48;2/16/09 12:08;593166667;181166667
1/13/09 9:16;Product1;1200;Visa;Sigrun;Nashville                   ;TN;United States;1/12/09 20:48;2/16/09 12:33;3616583;-8678444
1/19/09 12:38;Product1;1200;Visa;Dania;Munich;Bayern;Germany;1/19/09 11:47;2/16/09 12:46;4815;115833333
1/18/09 12:14;Product2;3600;Mastercard;Kelsi;Utrecht;Utrecht;Netherlands;12/12/08 3:30;2/16/09 12:49;520833333;51333333
1/22/09 10:59;Product1;1200;Visa;Maria;Boyceville                  ;WI;United States;1/2/09 14:09;2/16/09 14:50;4504361;-9204083
1/14/09 7:30;Product1;1200;Visa;Bent Erik;Basauri;Pais Vasco;Spain;2/3/08 2:56;2/16/09 15:04;430166667;-24
1/19/09 1:52;Product1;1200;Amex;Kirsten;Melbourne;Victoria;Australia;4/24/07 4:36;2/17/09 1:20;-378166667;1449666667
1/8/09 23:00;Product1;1200;Visa;Dickson;Kemerburgaz;Istanbul;Turkey;9/16/08 2:07;2/17/09 1:29;411594444;289127778
1/25/09 7:29;Product1;1200;Diners;Howard;Worcester;England;United Kingdom;1/22/09 14:02;2/17/09 3:00;522;-22
1/17/09 15:19;Product1;1200;Visa;Dana;Thurles;Tipperary;Ireland;1/15/09 9:13;2/17/09 3:26;526819444;-78022222
1/23/09 12:23;Product1;1200;Mastercard;Nola;Den Haag;Zuid-Holland;Netherlands;1/23/09 11:11;2/17/09 3:35;520833333;43
1/24/09 8:45;Product1;1200;Visa;Elizabeth;Cos Cob                     ;CT;United States;11/8/08 14:45;2/17/09 3:40;4103333;-736
1/27/09 3:45;Product2;3600;Visa;minjeong;Bern;Bern;Switzerland;1/27/09 2:39;2/17/09 3:44;469166667;74666667
1/29/09 23:48;Product1;1200;Visa;Matt;Leicester;England;United Kingdom;11/15/08 6:49;2/17/09 5:47;526333333;-11333333
1/3/09 18:43;Product1;1200;Visa;Vanessa;Cornwall;Ontario;Canada;7/3/06 8:36;2/17/09 6:17;450166667;-747333333
1/24/09 17:18;Product2;3600;Visa;Charlotte;Sterling                    ;VA;United States;2/15/08 15:34;2/17/09 6:26;3900611;-7742889
1/2/09 15:13;Product1;1200;Visa;Rowena;Cork;Cork;Ireland;1/10/06 7:05;2/17/09 6:38;518986111;-84958333
1/8/09 10:44;Product1;1200;Visa;Catherine;Mount Forest;Ontario;Canada;1/6/09 13:03;2/17/09 6:39;439666667;-807333333
1/29/09 8:13;Product1;1200;Mastercard;Sarah;Ridgefield                  ;CT;United States;1/28/08 13:55;2/17/09 7:55;4128139;-7349861
1/24/09 10:26;Product1;1200;Visa;sorcha;Porto Alegre;Rio Grande do Sul;Brazil;1/24/09 4:47;2/17/09 8:05;-300333333;-512
1/24/09 12:56;Product1;1200;Visa;sorcha;Cartierville;Quebec;Canada;1/12/09 21:34;2/17/09 9:19;455333333;-737166667
1/7/09 13:38;Product1;1200;Mastercard;Mary;Stuttgart;Baden-Wurttemberg;Germany;1/6/09 13:40;2/17/09 9:32;487666667;91833333
1/23/09 15:38;Product1;1200;Visa;Ronja;Manhattan                   ;NY;United States;1/17/09 15:05;2/17/09 10:58;4071417;-7400639
1/26/09 14:43;Product1;1200;Visa;Nicola ;Sneem;Kerry;Ireland;1/26/09 13:55;2/17/09 11:07;518333333;-99
1/17/09 20:33;Product1;1200;Amex;BURCAK;Alpharetta                  ;GA;United States;1/9/09 11:26;2/17/09 12:31;3407528;-8429417
1/5/09 9:15;Product1;1200;Visa;isabelle;Sainte-Therese-de-Blainville;Quebec;Canada;8/21/08 9:43;2/17/09 12:34;456333333;-7385
1/20/09 8:16;Product1;1200;Mastercard;christy;Germantown                  ;TN;United States;1/6/09 8:33;2/17/09 13:01;3508667;-8981
1/29/09 12:46;Product1;1200;Visa;Lilly;Castleknock;Dublin;Ireland;1/19/09 16:00;2/17/09 14:06;533786111;-63922222
1/15/09 18:12;Product1;1200;Diners;Mandy;Hono                        ;HI;United States;1/29/07 13:21;2/17/09 14:17;2130694;-15785833
1/23/09 13:55;Product1;1200;Mastercard;Elena;New Rochelle                ;NY;United States;8/7/05 15:07;2/17/09 15:16;4091139;-7378278
1/26/09 10:26;Product1;1200;Visa;Lolarae;Calgary;Alberta;Canada;1/26/09 10:16;2/17/09 15:17;510833333;-1140833333
1/12/09 11:48;Product1;1200;Mastercard;Lisa;South Waterford             ;ME;United States;7/5/07 14:58;2/17/09 15:29;441786;-707164
1/29/09 15:20;Product1;1200;Mastercard;Nita and Trebor;Washington Township         ;OH;United States;1/18/09 20:47;2/17/09 16:29;3975889;-8419167
1/28/09 7:26;Product1;1200;Visa;Jenevieve;Guelph;Ontario;Canada;1/23/09 19:04;2/17/09 18:08;4355;-8025
1/14/09 0:03;Product2;3600;Mastercard;Piret;Bunbury;Western Australia;Australia;6/16/08 18:22;2/17/09 19:31;-333333333;1156333333
1/13/09 1:55;Product1;1200;Mastercard;Damian;Mettlach;Saarland;Germany;4/1/06 22:29;2/17/09 20:45;495;66
1/12/09 23:21;Product1;1200;Mastercard;Lusell;Oberwil;Basel-Country;Switzerland;1/6/09 2:47;2/17/09 22:57;475166667;755
1/22/09 2:16;Product1;1200;Visa;Costanza;Beykoz;Istanbul;Turkey;9/7/08 11:43;2/18/09 0:27;411438889;290905556
1/29/09 12:53;Product1;1200;Visa;Vanessa;Arc-et-Senans;Franche-Comte;France;1/29/09 10:10;2/18/09 1:03;470333333;57666667
1/28/09 11:36;Product1;1200;Diners;Evelyn;Grossbodungen;Thuringia;Germany;1/28/09 11:08;2/18/09 2:04;514666667;105
1/19/09 6:50;Product1;1200;Amex;Nicola;Bruxelles;Brussels (Bruxelles);Belgium;7/13/08 11:29;2/18/09 2:30;508333333;43333333
1/30/09 5:20;Product1;1200;Visa;Simone;Kilcornan;Limerick;Ireland;1/30/09 4:06;2/18/09 7:23;526166667;-88833333
1/19/09 14:06;Product1;1200;Mastercard;Elisabeth;Wilmington                  ;NC;United States;1/19/09 12:41;2/18/09 8:18;3422556;-77945
1/8/09 9:43;Product1;1200;Visa;Kasey;Aix-en-Provence;Provence-Alpes-Cote d'Azur;France;1/5/09 9:05;2/18/09 8:38;435333333;54333333
1/23/09 9:09;Product2;3600;Amex;Olympe;Lidingo;Stockholm;Sweden;1/18/06 11:49;2/18/09 8:45;593666667;181333333
1/20/09 8:58;Product1;1200;Visa;James;Edmonton;Alberta;Canada;12/24/08 17:51;2/18/09 9:42;5355;-1135
1/2/09 13:35;Product1;1200;Visa;Alyssa;Antibes;Provence-Alpes-Cote d'Azur;France;7/29/08 12:32;2/18/09 10:28;435833333;71166667
1/9/09 15:03;Product1;1200;Visa;Reto;Seattle                     ;WA;United States;1/8/09 18:59;2/18/09 15:51;4760639;-12233083
1/23/09 7:04;Product1;1200;Amex;Joelle;Rowayton                    ;CT;United States;1/20/09 10:46;2/18/09 16:55;411175;-7340833
1/17/09 10:14;Product1;1200;Mastercard;Nicole;Simcoe;Ontario;Canada;1/17/09 7:46;2/18/09 18:49;428333333;-803
